
23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃
967	23		967	23	0.875469846	967	23	0.884827496	967	23	0.88501403	967	23	0.909172863	967	23	0.887572462	967	23	0.876295212	967	23	0.900441705	967	35		967	35		967	35		967	35		967	45		967	45		967	45		967	45		967	45		967	45	
968	23		968	23	0.876585698	968	23	0.88563106	968	23	0.885421972	968	23	0.90921448	968	23	0.887349025	968	23	0.876224608	968	23	0.900287737	968	35		968	35		968	35		968	35		968	45		968	45		968	45		968	45		968	45		968	45	
969	23		969	23	0.877003719	969	23	0.885814077	969	23	0.88560476	969	23	0.908920341	969	23	0.887348133	969	23	0.876799758	969	23	0.900329939	969	35		969	35		969	35		969	35		969	45		969	45		969	45		969	45		969	45		969	45	
970	23		970	23	0.876347667	970	23	0.885151507	970	23	0.885421748	970	23	0.908527006	970	23	0.886803666	970	23	0.874432866	970	23	0.899042177	970	35		970	35		970	35		970	35		970	45		970	45		970	45		970	45		970	45		970	45	
971	23		971	23	0.876209053	971	23	0.883784031	971	23	0.884774701	971	23	0.908611628	971	23	0.886244215	971	23	0.874418772	971	23	0.898789543	971	35		971	35		971	35		971	35		971	45		971	45		971	45		971	45		971	45		971	45	
972	23		972	23	0.87591543	972	23	0.884234828	972	23	0.885646925	972	23	0.912612827	972	23	0.886775772	972	23	0.875959503	972	23	0.89909777	972	35		972	35		972	35		972	35		972	45		972	45		972	45		972	45		972	45		972	45	
973	23		973	23	0.874771327	973	23	0.884700239	973	23	0.88443716	973	23	0.912191711	973	23	0.887614581	973	23	0.875314666	973	23	0.897894881	973	35		973	35		973	35		973	35		973	45		973	45		973	45		973	45		973	45		973	45	
974	23		974	23	0.875301668	974	23	0.883219468	974	23	0.886265713	974	23	0.910576957	974	23	0.887614581	974	23	0.875637643	974	23	0.897026933	974	35		974	35		974	35		974	35		974	45		974	45		974	45		974	45		974	45		974	45	
975	23		975	23	0.874115942	975	23	0.883036901	975	23	0.883509314	975	23	0.911699875	975	23	0.887782253	975	23	0.875707331	975	23	0.900329939	975	35		975	35		975	35		975	35		975	45		975	45		975	45		975	45		975	45		975	45	
976	23		976	23	0.872484009	976	23	0.880695907	976	23	0.883790561	976	23	0.911995178	976	23	0.88768437	976	23	0.874110112	976	23	0.897516578	976	35		976	35		976	35		976	35		976	45		976	45		976	45		976	45		976	45		976	45	
977	23		977	23	0.874534408	977	23	0.881795805	977	23	0.88411395	977	23	0.910941861	977	23	0.887292859	977	23	0.873004015	977	23	0.897194983	977	35		977	35		977	35		977	35		977	45		977	45		977	45		977	45		977	45		977	45	
978	23		978	23	0.876347667	978	23	0.88207775	978	23	0.884142254	978	23	0.913118073	978	23	0.886649349	978	23	0.873031466	978	23	0.899504193	978	35		978	35		978	35		978	35		978	45		978	45		978	45		978	45		978	45		978	45	
979	23		979	23	0.874994697	979	23	0.881753536	979	23	0.883832277	979	23	0.911404818	979	23	0.888803227	979	23	0.873662031	979	23	0.899265106	979	35		979	35		979	35		979	35		979	45		979	45		979	45		979	45		979	45		979	45	
980	23		980	23	0.875301467	980	23	0.882077974	980	23	0.883284115	980	23	0.909791206	980	23	0.888621284	980	23	0.874740856	980	23	0.898104219	980	35		980	35		980	35		980	35		980	45		980	45		980	45		980	45		980	45		980	45	
981	23		981	23	0.874241653	981	23	0.882036155	981	23	0.882805525	981	23	0.909945697	981	23	0.888858991	981	23	0.874418951	981	23	0.896873166	981	35		981	35		981	35		981	35		981	45		981	45		981	45		981	45		981	45		981	45	
982	23		982	23	0.874729727	982	23	0.88231765	982	23	0.882384125	982	23	0.908920117	982	23	0.889041134	982	23	0.873339948	982	23	0.901057243	982	35		982	35		982	35		982	35		982	45		982	45		982	45		982	45		982	45		982	45	
983	23		983	23	0.874826941	983	23	0.881725207	983	23	0.882130891	983	23	0.908822287	983	23	0.888649378	983	23	0.873844762	983	23	0.902442264	983	35		983	35		983	35		983	35		983	45		983	45		983	45		983	45		983	45		983	45	
984	23		984	23	0.872623023	984	23	0.881499471	984	23	0.881582078	984	23	0.909047497	984	23	0.888565319	984	23	0.872289289	984	23	0.896117541	984	35		984	35		984	35		984	35		984	45		984	45		984	45		984	45		984	45		984	45	
985	23		985	23	0.871702068	985	23	0.881245856	985	23	0.881652727	985	23	0.908962428	985	23	0.886873187	985	23	0.87405425	985	23	0.897894859	985	35		985	35		985	35		985	35		985	45		985	45		985	45		985	45		985	45		985	45	
986	23		986	23	0.872385683	986	23	0.883952906	986	23	0.881877679	986	23	0.909355762	986	23	0.887865866	986	23	0.871364805	986	23	0.897026933	986	35		986	35		986	35		986	35		986	45		986	45		986	45		986	45		986	45		986	45	
987	23		987	23	0.872218839	987	23	0.882021316	987	23	0.882046091	987	23	0.909509783	987	23	0.886551243	987	23	0.870286182	987	23	0.898860312	987	35		987	35		987	35		987	35		987	45		987	45		987	45		987	45		987	45		987	45	
988	23		988	23	0.872107387	988	23	0.880583039	988	23	0.881652256	988	23	0.908920117	988	23	0.887544836	988	23	0.870062153	988	23	0.897082749	988	35		988	35		988	35		988	35		988	45		988	45		988	45		988	45		988	45		988	45	
989	23		989	23	0.869707506	989	23	0.88011828	989	23	0.880400595	989	23	0.909411953	989	23	0.887348579	989	23	0.867246465	989	23	0.898272872	989	35		989	35		989	35		989	35		989	45		989	45		989	45		989	45		989	45		989	45	
990	23		990	23	0.868968944	990	23	0.879370677	990	23		990	23	0.907600868	990	23	0.887320262	990	23	0.8662382	990	23	0.900622432	990	35		990	35		990	35		990	35		990	45		990	45		990	45		990	45		990	45		990	45	
991	23		991	23	0.868230382	991	23	0.878623075	991	23		991	23	0.905789783	991	23	0.887291945	991	23	0.865229934	991	23	0.902971991	991	35		991	35		991	35		991	35		991	45		991	45		991	45		991	45		991	45		991	45	
992	23		992	23	0.868188092	992	23	0.878778436	992	23		992	23	0.900876124	992	23	0.886495278	992	23	0.864221691	992	23	0.903701125	992	35		992	35		992	35		992	35		992	45		992	45		992	45		992	45		992	45		992	45	
993	23		993	23	0.867950729	993	23	0.87886275	993	23		993	23	0.901003034	993	23	0.887376004	993	23	0.863745266	993	23	0.902342215	993	35		993	35		993	35		993	35		993	45		993	45		993	45		993	45		993	45		993	45	
994	23		994	23	0.867881144	994	23	0.879173249	994	23		994	23	0.901606826	994	23	0.884258009	994	23	0.86427733	994	23	0.901518009	994	35		994	35		994	35		994	35		994	45		994	45		994	45		994	45		994	45		994	45	
995	23		995	23	0.867574352	995	23	0.878862525	995	23		995	23	0.901915517	995	23	0.886565312	995	23	0.864445944	995	23	0.899796686	995	35		995	35		995	35		995	35		995	45		995	45		995	45		995	45		995	45		995	45	
996	23		996	23	0.867657774	996	23	0.87921617	996	23		996	23	0.902561172	996	23	0.886355476	996	23	0.865019776	996	23	0.899839089	996	35		996	35		996	35		996	35		996	45		996	45		996	45		996	45		996	45		996	45	
997	23		997	23	0.867281152	997	23	0.878623299	997	23		997	23	0.905312722	997	23	0.887222602	997	23	0.864810019	997	23	0.901560434	997	35		997	35		997	35		997	35		997	45		997	45		997	45		997	45		997	45		997	45	
998	23		998	23	0.866081433	998	23	0.877903599	998	23		998	23	0.904456878	998	23	0.886523149	998	23	0.866392496	998	23	0.897725849	998	35		998	35		998	35		998	35		998	45		998	45		998	45		998	45		998	45		998	45	
999	23		999	23	0.876962765	999	23	0.888295256	999	23		999	23	0.903108952	999	23	0.886914682	999	23	0.865370427	999	23	0.898831255	999	35		999	35		999	35		999	35		999	45		999	45		999	45		999	45		999	45		999	45	
1000	23		1000	23	0	1000	23		1000	23		1000	23	0.903333021	1000	23	0.885460457	1000	23	0.863941376	1000	23	0.898845315	1000	35		1000	35		1000	35		1000	35		1000	45		1000	45		1000	45		1000	45		1000	45		1000	45	
1001	23		1001	23	0	1001	23		1001	23		1001	23	0.903164964	1001	23	0.885166607	1001	23	0.86294678	1001	23	0.899489352	1001	35		1001	35		1001	35		1001	35		1001	45		1001	45		1001	45		1001	45		1001	45		1001	45	
1002	23		1002	23	0	1002	23		1002	23		1002	23	0.902926075	1002	23	0.884258009	1002	23	0.862736353	1002	23	0.898817619	1002	35		1002	35		1002	35		1002	35		1002	45		1002	45		1002	45		1002	45		1002	45		1002	45	
1003	23		1003	23	0	1003	23		1003	23		1003	23	0.900792398	1003	23	0.882748065	1003	23	0.861714061	1003	23	0.90024482	1003	35		1003	35		1003	35		1003	35		1003	45		1003	45		1003	45		1003	45		1003	45		1003	45	
1004	23		1004	23	0	1004	23		1004	23		1004	23	0.901129989	1004	23	0.883712628	1004	23	0.862022498	1004	23	0.899628836	1004	35		1004	35		1004	35		1004	35		1004	45		1004	45		1004	45		1004	45		1004	45		1004	45	
1005	23		1005	23	0.876962765	1005	23	0.875632934	1005	23		1005	23	0.90044115	1005	23	0.882300567	1005	23	0.861560368	1005	23	0.898075318	1005	35		1005	35		1005	35		1005	35		1005	45		1005	45		1005	45		1005	45		1005	45		1005	45	
1006	23		1006	23	0.869611381	1006	23	0.866654433	1006	23		1006	23	0.903501839	1006	23	0.88411823	1006	23	0.863689873	1006	23	0.901630489	1006	35		1006	35		1006	35		1006	35		1006	45		1006	45		1006	45		1006	45		1006	45		1006	45	
1007	23		1007	23	0.862259998	1007	23	0.857675931	1007	23		1007	23	0.902912419	1007	23	0.883587097	1007	23	0.863143537	1007	23	0.898243815	1007	35		1007	35		1007	35		1007	35		1007	45		1007	45		1007	45		1007	45		1007	45		1007	45	
1008	23		1008	23	0.86496596	1008	23	0.86138648	1008	23		1008	23	0.901508549	1008	23	0.883503037	1008	23	0.863129242	1008	23	0.901434542	1008	35		1008	35		1008	35		1008	35		1008	45		1008	45		1008	45		1008	45		1008	45		1008	45	
1009	23		1009	23	0.861575939	1009	23	0.857717398	1009	23		1009	23	0.90306644	1009	23	0.881964999	1009	23	0.863031634	1009	23	0.89813158	1009	35		1009	35		1009	35		1009	35		1009	45		1009	45		1009	45		1009	45		1009	45		1009	45	
1010	23		1010	23	0.861604636	1010	23	0.856716733	1010	23		1010	23	0.90180271	1010	23	0.882426321	1010	23	0.860552125	1010	23	0.899895329	1010	35		1010	35		1010	35		1010	35		1010	45		1010	45		1010	45		1010	45		1010	45		1010	45	
1011	23		1011	23	0.861548799	1011	23	0.857286746	1011	23		1011	23	0.902336655	1011	23	0.880734435	1011	23	0.859487595	1011	23	0.89823	1011	35		1011	35		1011	35		1011	35		1011	45		1011	45		1011	45		1011	45		1011	45		1011	45	
1012	23		1012	23	0.861660228	1012	23	0.858940559	1012	23		1012	23	0.901199388	1012	23	0.882258649	1012	23	0.860943896	1012	23	0.897893899	1012	35		1012	35		1012	35		1012	35		1012	45		1012	45		1012	45		1012	45		1012	45		1012	45	
1013	23		1013	23	0.861910939	1013	23	0.858718484	1013	23		1013	23	0.901100864	1013	23	0.881042355	1013	23	0.860201652	1013	23	0.897823599	1013	35		1013	35		1013	35		1013	35		1013	45		1013	45		1013	45		1013	45		1013	45		1013	45	
1014	23		1014	23	0.862469554	1014	23	0.858329277	1014	23		1014	23	0.901353386	1014	23	0.880734636	1014	23	0.860733939	1014	23	0.898061526	1014	35		1014	35		1014	35		1014	35		1014	45		1014	45		1014	45		1014	45		1014	45		1014	45	
1015	23		1015	23	0.861646035	1015	23	0.857022762	1015	23		1015	23	0.90177495	1015	23	0.883013822	1015	23	0.861643904	1015	23	0.897152067	1015	35		1015	35		1015	35		1015	35		1015	45		1015	45		1015	45		1015	45		1015	45		1015	45	
1016	23		1016	23	0.861255154	1016	23	0.856508621	1016	23		1016	23	0.902224498	1016	23	0.881112144	1016	23	0.862946981	1016	23	0.895109127	1016	35		1016	35		1016	35		1016	35		1016	45		1016	45		1016	45		1016	45		1016	45		1016	45	
1017	23		1017	23	0.861004198	1017	23	0.856286325	1017	23		1017	23	0.901452358	1017	23	0.8819652	1017	23	0.861616855	1017	23	0.897530147	1017	35		1017	35		1017	35		1017	35		1017	45		1017	45		1017	45		1017	45		1017	45		1017	45	
1018	23		1018	23	0.860599569	1018	23	0.855340824	1018	23		1018	23	0.901943299	1018	23	0.880930424	1018	23	0.859431532	1018	23	0.89691394	1018	35		1018	35		1018	35		1018	35		1018	45		1018	45		1018	45		1018	45		1018	45		1018	45	
1019	23		1019	23	0.860418043	1019	23	0.855716046	1019	23		1019	23	0.901452134	1019	23	0.879573883	1019	23	0.861337008	1019	23	0.896130597	1019	35		1019	35		1019	35		1019	35		1019	45		1019	45		1019	45		1019	45		1019	45		1019	45	
1020	23		1020	23	0.860167354	1020	23	0.854979809	1020	23		1020	23	0.899290697	1020	23	0.880636775	1020	23	0.859767911	1020	23	0.896578508	1020	35		1020	35		1020	35		1020	35		1020	45		1020	45		1020	45		1020	45		1020	45		1020	45	
1021	23		1021	23	0.860125309	1021	23	0.857217598	1021	23		1021	23	0.901242147	1021	23	0.88004952	1021	23	0.860272256	1021	23	0.897194001	1021	35		1021	35		1021	35		1021	35		1021	45		1021	45		1021	45		1021	45		1021	45		1021	45	
1022	23		1022	23	0.860153539	1022	23	0.854299136	1022	23		1022	23	0.901789076	1022	23	0.879238515	1022	23	0.860958437	1022	23	0.897124416	1022	35		1022	35		1022	35		1022	35		1022	45		1022	45		1022	45		1022	45		1022	45		1022	45	
1023	23		1023	23	0.860084132	1023	23	0.854701418	1023	23		1023	23	0.900946866	1023	23	0.879098491	1023	23	0.861125956	1023	23	0.894114884	1023	35		1023	35		1023	35		1023	35		1023	45		1023	45		1023	45		1023	45		1023	45		1023	45	
1024	23		1024	23	0.859888814	1024	23	0.853909552	1024	23		1024	23	0.902041576	1024	23	0.879755825	1024	23	0.860677652	1024	23	0.89659259	1024	35		1024	35		1024	35		1024	35		1024	45		1024	45		1024	45		1024	45		1024	45		1024	45	
1025	23		1025	23	0.859302213	1025	23	0.853381605	1025	23		1025	23	0.901157256	1025	23	0.879699659	1025	23	0.860299974	1025	23	0.896507539	1025	35		1025	35		1025	35		1025	35		1025	45		1025	45		1025	45		1025	45		1025	45		1025	45	
1026	23		1026	23	0.858856607	1026	23	0.852714517	1026	23		1026	23	0.901732863	1026	23	0.879630071	1026	23	0.859697999	1026	23	0.897011021	1026	35		1026	35		1026	35		1026	35		1026	45		1026	45		1026	45		1026	45		1026	45		1026	45	
1027	23		1027	23	0.858340058	1027	23	0.852394481	1027	23		1027	23	0.900890653	1027	23	0.87895869	1027	23	0.860524205	1027	23	0.897558245	1027	35		1027	35		1027	35		1027	35		1027	45		1027	45		1027	45		1027	45		1027	45		1027	45	
1028	23		1028	23	0.858005281	1028	23	0.850713165	1028	23		1028	23	0.898713568	1028	23	0.879042303	1028	23	0.859893885	1028	23	0.896144434	1028	35		1028	35		1028	35		1028	35		1028	45		1028	45		1028	45		1028	45		1028	45		1028	45	
1029	23		1029	23	0.858032843	1029	23	0.851713608	1029	23		1029	23	0.898335232	1029	23	0.879210444	1029	23	0.85895466	1029	23	0.895108926	1029	35		1029	35		1029	35		1029	35		1029	45		1029	45		1029	45		1029	45		1029	45		1029	45	
1030	23		1030	23	0.858089125	1030	23	0.851449889	1030	23		1030	23	0.897732134	1030	23	0.877588346	1030	23	0.858562665	1030	23	0.895753209	1030	35		1030	35		1030	35		1030	35		1030	45		1030	45		1030	45		1030	45		1030	45		1030	45	
1031	23		1031	23	0.858061296	1031	23	0.852478036	1031	23		1031	23	0.89951434	1031	23	0.877211083	1031	23	0.857610239	1031	23	0.895990666	1031	35		1031	35		1031	35		1031	35		1031	45		1031	45		1031	45		1031	45		1031	45		1031	45	
1032	23		1032	23	0.857852674	1032	23	0.85286742	1032	23		1032	23	0.898924898	1032	23	0.877029163	1032	23	0.858254876	1032	23	0.895038604	1032	35		1032	35		1032	35		1032	35		1032	45		1032	45		1032	45		1032	45		1032	45		1032	45	
1033	23		1033	23	0.857335192	1033	23	0.852728679	1033	23		1033	23	0.899178092	1033	23	0.877826276	1033	23	0.85768062	1033	23	0.892687437	1033	35		1033	35		1033	35		1033	35		1033	45		1033	45		1033	45		1033	45		1033	45		1033	45	
1034	23		1034	23	0.857057118	1034	23	0.849991068	1034	23		1034	23	0.89927637	1034	23	0.876945349	1034	23	0.858955531	1034	23	0.896826232	1034	35		1034	35		1034	35		1034	35		1034	45		1034	45		1034	45		1034	45		1034	45		1034	45	
1035	23		1035	23	0.856595984	1035	23	0.851226928	1035	23		1035	23	0.899753431	1035	23	0.877826477	1035	23	0.856854437	1035	23	0.894548936	1035	35		1035	35		1035	35		1035	35		1035	45		1035	45		1035	45		1035	45		1035	45		1035	45	
1036	23		1036	23	0.8562336	1036	23	0.85094918	1036	23		1036	23	0.901086111	1036	23	0.878063961	1036	23	0.85637752	1036	23	0.894604975	1036	35		1036	35		1036	35		1036	35		1036	45		1036	45		1036	45		1036	45		1036	45		1036	45	
1037	23		1037	23	0.855912815	1037	23	0.849518129	1037	23		1037	23	0.898883035	1037	23	0.877323036	1037	23	0.85623839	1037	23	0.900132117	1037	35		1037	35		1037	35		1037	35		1037	45		1037	45		1037	45		1037	45		1037	45		1037	45	
1038	23		1038	23	0.856038481	1038	23	0.851824867	1038	23		1038	23	0.897394991	1038	23	0.877882442	1038	23	0.855355451	1038	23	0.896788292	1038	35		1038	35		1038	35		1038	35		1038	45		1038	45		1038	45		1038	45		1038	45		1038	45	
1039	23		1039	23	0.856052496	1039	23	0.850865869	1039	23		1039	23	0.896692988	1039	23	0.877406872	1039	23	0.855887738	1039	23	0.896914364	1039	35		1039	35		1039	35		1039	35		1039	45		1039	45		1039	45		1039	45		1039	45		1039	45	
1040	23		1040	23	0.855661637	1040	23	0.851255275	1040	23		1040	23	0.898447367	1040	23	0.876400124	1040	23	0.857008085	1040	23	0.894647155	1040	35		1040	35		1040	35		1040	35		1040	45		1040	45		1040	45		1040	45		1040	45		1040	45	
1041	23		1041	23	0.855564222	1041	23	0.851436348	1041	23		1041	23	0.89968336	1041	23	0.877155341	1041	23	0.857960935	1041	23	0.894940875	1041	35		1041	35		1041	35		1041	35		1041	45		1041	45		1041	45		1041	45		1041	45		1041	45	
1042	23		1042	23	0.85488083	1042	23	0.851199645	1042	23		1042	23	0.898896915	1042	23	0.876665902	1042	23	0.856826494	1042	23	0.894115107	1042	35		1042	35		1042	35		1042	35		1042	45		1042	45		1042	45		1042	45		1042	45		1042	45	
1043	23		1043	23	0.854699081	1043	23	0.850657779	1043	23		1043	23	0.89909347	1043	23	0.876679749	1043	23	0.855887939	1043	23	0.89181998	1043	35		1043	35		1043	35		1043	35		1043	45		1043	45		1043	45		1043	45		1043	45		1043	45	
1044	23		1044	23	0.854629919	1044	23	0.850657314	1044	23		1044	23	0.900188404	1044	23	0.875533244	1044	23	0.855887694	1044	23	0.89289769	1044	35		1044	35		1044	35		1044	35		1044	45		1044	45		1044	45		1044	45		1044	45		1044	45	
1045	23		1045	23	0.853834386	1045	23	0.847668861	1045	23		1045	23	0.89735268	1045	23	0.875658998	1045	23	0.855663687	1045	23	0.892758005	1045	35		1045	35		1045	35		1045	35		1045	45		1045	45		1045	45		1045	45		1045	45		1045	45	
1046	23		1046	23	0.854266845	1046	23	0.850254388	1046	23		1046	23	0.898714486	1046	23	0.874610153	1046	23	0.85352078	1046	23	0.893681925	1046	35		1046	35		1046	35		1046	35		1046	45		1046	45		1046	45		1046	45		1046	45		1046	45	
1047	23		1047	23	0.854643489	1047	23	0.849892686	1047	23		1047	23	0.897478717	1047	23	0.87511404	1047	23	0.853338742	1047	23	0.891470488	1047	35		1047	35		1047	35		1047	35		1047	45		1047	45		1047	45		1047	45		1047	45		1047	45	
1048	23		1048	23	0.854881275	1048	23	0.849114982	1048	23		1048	23	0.897296713	1048	23	0.876092628	1048	23	0.85332467	1048	23	0.890392778	1048	35		1048	35		1048	35		1048	35		1048	45		1048	45		1048	45		1048	45		1048	45		1048	45	
1049	23		1049	23	0.855006074	1049	23	0.85054672	1049	23		1049	23	0.89802652	1049	23	0.874666141	1049	23	0.85172763	1049	23	0.893555608	1049	35		1049	35		1049	35		1049	35		1049	45		1049	45		1049	45		1049	45		1049	45		1049	45	
1050	23		1050	23	0.85492243	1050	23	0.848350576	1050	23		1050	23	0.899430614	1050	23	0.87589646	1050	23	0.852162086	1050	23	0.894199199	1050	35		1050	35		1050	35		1050	35		1050	45		1050	45		1050	45		1050	45		1050	45		1050	45	
1051	23		1051	23	0.854461919	1051	23	0.849559109	1051	23		1051	23	0.899290249	1051	23	0.875141934	1051	23	0.852623993	1051	23	0.893219262	1051	35		1051	35		1051	35		1051	35		1051	45		1051	45		1051	45		1051	45		1051	45		1051	45	
